"","COUNTY","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"725","Greene County, Illinois",0,0.00660038864881546,0.0234044458383155,0.0347912756025848,0.0398461764464991,0.0673071374346919,0.0994583429533284,0.119045905155309,0.134313458884474,0.161955926055332,0.204839580372723,0.236839979872281,0.258474577835365,0.313770953954638,0.446319635294382,0.470385074687472,0.603603450821624,0.713381273713096,0.714714714714715,0.885885885885886,1,NA,NA
"726","Jefferson County, Illinois",0,0.00653314699632673,0.0194205157952976,0.0316513956690449,0.0402202528414512,0.0619777677200926,0.0831543799850163,0.108494429841031,0.112565876663206,0.141590925391133,0.174025668126454,0.21069728301207,0.239929653273251,0.280726972486555,0.37896958982936,0.445965577669295,0.517781281250168,0.647841243475865,0.689,0.849,1,NA,NA
"727","Alexander County, Illinois",0,0.0225745780604765,0.0248487157429028,0.0490737673232483,0.0917941606847943,0.10230269140961,0.138667585925397,0.187881439761165,0.237032075703576,0.255886228014881,0.300626312062818,0.342750888044958,0.374573796129507,0.451682684035885,0.496726215623895,0.605135523247258,0.717,0.909,1,NA,NA,NA,NA
"728","Vermilion County, Illinois",0,0.00744985423261821,0.018322334035164,0.0328595995577939,0.037132386498891,0.0622948585275597,0.0869742003570513,0.118560987593662,0.121475518170786,0.158964521442857,0.193802183189439,0.231013878684265,0.258258690578553,0.306247883882583,0.418773088402022,0.475043237931458,0.589875097855731,0.700387142008788,0.723,0.889,1,NA,NA
"729","Warren County, Illinois",0,0.00459627832631298,0.016143856246079,0.0365588587069666,0.0376994927625882,0.0586597985597089,0.0799235398028056,0.114331111638957,0.124896201905233,0.156982427324742,0.194621289062887,0.234232615572468,0.260436966472844,0.307049228665044,0.392166923938526,0.472884696276135,0.558362216731459,0.690363311747605,0.717,0.897,1,NA,NA
"730","Boone County, Illinois",0,0.00312641654193083,0.00793785742639619,0.0186130517335532,0.0291318143462556,0.0382710349528587,0.0419148763378625,0.0597492789281306,0.0803025044327754,0.106907693478701,0.133363300623962,0.136959274016258,0.204904246988348,0.276812144576677,0.303620250900783,0.461828848252954,0.482305089900027,0.564471020442432,0.638460019925178,0.732732732732733,0.885885885885886,1,NA
"731","Clark County, Illinois",0,0.00370102868628558,0.0161726345424453,0.0347193313484593,0.0393074011830383,0.0551512885169697,0.0778478074674394,0.101831813168985,0.131833434683332,0.132137744268223,0.167300924488812,0.197222165874489,0.285264877517681,0.289273508539459,0.417453609704237,0.50489021131223,0.601717846149404,0.715259474764522,0.748748748748749,0.8998998998999,1,NA,NA
"732","Moultrie County, Illinois",0,0.00256722670555456,0.013163727461411,0.0273632007585902,0.0414327051671732,0.0420774605436619,0.075714515427118,0.0986216863671333,0.130179452887538,0.131592820818045,0.168548403775213,0.19454995542803,0.267286584859759,0.269663708206687,0.36031478326223,0.479899574468085,0.519479681728611,0.650547918445017,0.722,0.857,1,NA,NA
"733","McDonough County, Illinois",0,0.0111479547916471,0.0181692430519881,0.0249229988251036,0.0419804595003906,0.0659947904989773,0.0848461396474233,0.0903596298599962,0.116061890789889,0.142198202234699,0.174114771368646,0.200318667136595,0.210509695081406,0.258667506650262,0.357966789794361,0.423977173915461,0.508404429726755,0.59679609897334,0.684684684684685,0.86986986986987,1,NA,NA
"734","Williamson County, Illinois",0,0.00568208875299205,0.0181088734123449,0.0340655241935484,0.0360700189250704,0.0585021761725916,0.0804669972991722,0.111033403572741,0.116783140120968,0.142044706815421,0.182040312834837,0.212654881603708,0.253588835685484,0.275536355606899,0.386148229171918,0.466951360887097,0.53586081398385,0.658000680070699,0.719,0.881,1,NA,NA
"735","Cumberland County, Illinois",0,0.00528073760904419,0.0177316222934028,0.0338474798638003,0.0396538010323792,0.0566823384922726,0.0941015872388752,0.121710341719362,0.131403566400751,0.160332606416919,0.190685431395473,0.227644505227827,0.280888549976537,0.297935445755142,0.415917296561134,0.511829422806194,0.617205669568262,0.744914001167186,0.763,0.903,1,NA,NA
"736","Hardin County, Illinois",0,0.00945940266033419,0.0306948427574461,0.0365796978959999,0.0597928794035342,0.0854740705088805,0.0983630188363615,0.10979289427971,0.128507643992218,0.162441050990946,0.207454300127137,0.228467295524173,0.243598621464897,0.313727960116713,0.430336177001843,0.437488710551441,0.563500106933457,0.673399049665442,0.685314685314685,0.872127872127872,1,NA,NA
"737","Menard County, Illinois",0,0.00409080407898356,0.00946725892799377,0.0220557229467402,0.0338470542439299,0.0341735108090248,0.0465592484156079,0.0651177442259732,0.0858825373780407,0.113618411738925,0.128481072406306,0.139450875732714,0.195194693840351,0.283300292646087,0.286300763686868,0.465831072338572,0.510148211082791,0.571788079240022,0.67647825989623,0.777777777777778,0.927927927927928,1,NA
"738","Adams County, Illinois",0,0.00469064128986423,0.0175377431099341,0.0335190960528475,0.0343840436075322,0.0537124116064225,0.0750188413286698,0.108528002434976,0.117280227948464,0.137460202950514,0.170711585911433,0.205528054425145,0.252007804757185,0.277585352692658,0.382108382062411,0.455758795837463,0.548671711891217,0.654526636276535,0.687,0.855,1,NA,NA
"739","Washington County, Illinois",0,0.0047224172939449,0.011162463658472,0.0253963214025634,0.0361316051844467,0.0382229751130466,0.058950835849852,0.0876336002437096,0.112410550456942,0.127495638085743,0.140187016192818,0.174970254768138,0.239384635433244,0.274374376869392,0.345326851086765,0.488294819160289,0.499820538384845,0.643666462054139,0.712541684681878,0.755,0.901,1,NA
"740","Massac County, Illinois",0,0.00579790411549566,0.0219674767146247,0.0379157868275515,0.0457519789014372,0.0804352602579795,0.110289074076399,0.121125062845651,0.144089299038731,0.1784950780599,0.219547006741346,0.259993966817496,0.261097622139954,0.328484796131106,0.44215276078838,0.478710155857215,0.588503095304528,0.7349960839237,0.743,0.909,1,NA,NA
"741","Montgomery County, Illinois",0,0.00449894599508202,0.0151870541842692,0.0335398490921601,0.0356102737248282,0.052630566013963,0.0793333036651002,0.105710030106756,0.118730736765947,0.130660593625188,0.159049932806901,0.198101379861733,0.257324490534185,0.261000123400114,0.364251601880741,0.470001929337996,0.511584566823957,0.602148506353767,0.680772364635712,0.742,0.891,1,NA
"742","Pope County, Illinois",0,0.00808564897080197,0.0215173147705945,0.0365175555825538,0.0445006500355444,0.0686780783056698,0.114048250475411,0.121303365326206,0.155321112259589,0.184220315393623,0.219740612335349,0.24655046477161,0.258786538695177,0.334306727154539,0.458126300248876,0.475722512452922,0.598688753586641,0.684166029699959,0.744,0.921,1,NA,NA
"743","Pike County, Illinois",0,0.00646992382420319,0.0229905364928386,0.035763737593803,0.0376492210726101,0.0637754513899331,0.0943282795022902,0.124871459694989,0.136386343173596,0.181529259036476,0.228214631090823,0.256566969778832,0.261980150084725,0.350364315114567,0.445842147963316,0.472339869281046,0.61547421660971,0.712,0.889,1,NA,NA,NA
"744","Rock Island County, Illinois",0,0.00550390004298907,0.0150146230916716,0.0291982585957235,0.0335004359197908,0.0475418437839729,0.0706967395852286,0.0954329825305601,0.119734711670196,0.12735693811616,0.157118676953201,0.191299833268978,0.260418482999128,0.261335992149778,0.369128296428754,0.473791879437041,0.520320872561922,0.639822033117925,0.71724672701115,0.725,0.877,1,NA
"745","Pulaski County, Illinois",0,0.0133944093397812,0.0329265095172066,0.0438592168762015,0.0783708894623478,0.113115341093697,0.113939241144586,0.148929713051381,0.204558425621411,0.25269875640388,0.253369973528299,0.295397203728815,0.336491021734539,0.432167428043487,0.481634690533216,0.538286090406921,0.735267592061487,0.766,0.931,1,NA,NA,NA
"746","Mercer County, Illinois",0,0.00360252426054752,0.011205366205026,0.0264112238801788,0.0396197409108539,0.0397195107181785,0.0558801109695753,0.076130129935275,0.101561917068511,0.140096645270679,0.141103109797837,0.179759534750761,0.259488525660735,0.292234952161802,0.379225268013723,0.508265956158411,0.562812380148713,0.702767927771144,0.742,0.88,1,NA,NA
"747","Fulton County, Illinois",0,0.00578413822190854,0.0167110140656531,0.0375286401935801,0.038882096069869,0.0623426646042842,0.0847094536341309,0.11868498846758,0.129066957787482,0.152860548890855,0.188528793779549,0.225450331054088,0.278204997573993,0.308350707199157,0.445450856854086,0.497546821931101,0.615189358736029,0.742,0.747245911913687,0.902,1,NA,NA
"748","Marshall County, Illinois",0,0.00333501328827924,0.0127847846140303,0.0227557969926346,0.0357008241755905,0.0417332980902663,0.0568729429075693,0.0856885064069321,0.11122441503691,0.138838226980036,0.1414645371281,0.176846635561288,0.264440385185261,0.286495909112046,0.37363049298036,0.501526954827688,0.532683935718329,0.673080567059564,0.739578802529715,0.743743743743744,0.891891891891892,1,NA
"749","Peoria County, Illinois",0,0.00491308084641624,0.0121234361420653,0.0233853412840565,0.0271511147516766,0.0391791185459501,0.0581166961502698,0.0784110969039462,0.0972536434695459,0.098761154565011,0.121949220489745,0.14593551490687,0.199743182276472,0.221310294864119,0.279498887530628,0.413664869162251,0.414233810471663,0.521353671033934,0.599141828291612,0.642357642357642,0.829170829170829,1,NA
"750","Wayne County, Illinois",0,0.00424852573390005,0.0216662421940617,0.038249014292755,0.039495334744097,0.0640633178168369,0.0900077153222895,0.124604149338498,0.12576490882208,0.15784146512075,0.191724163380002,0.237297105728485,0.268907589945786,0.319214301640693,0.431159615190827,0.483173730901922,0.599860266207897,0.726814234871236,0.727,0.892,1,NA,NA
"751","Scott County, Illinois",0,0.00676475232146838,0.0155888717743383,0.0312886303985087,0.0339061283505728,0.0547832661334699,0.0774323335662921,0.109935306969863,0.125005561116672,0.145232726058402,0.179610995452175,0.213143637713993,0.270690134579023,0.294842802251675,0.425388874274026,0.486236236236236,0.579172811944755,0.679274976192129,0.737737737737738,0.746009806284376,0.895895895895896,1,NA
